"id";"year";"make";"model";"color";"price";"mpg_city";"mpg_hwy";"transmission";"engine";"drive_type";"prev_owners";"mileage";"vin";"status";"date_created";"style";"city";"state";"images"
200;2004;"Dodge";"Ram Srt 10 Pickup";"White";53703.07;14;28;"Manual";"Inline-6 3.5L";"AWD";1;129646;"IHZAB8NSW0CMCNG1X";1;"2021-04-27";"pickup";"Seattle";"WA";"{""model_imgs_key"": ""dodge ram srt 10 pickup""}"
201;1957;"Chevrolet";"Corvette Convertible";"White";6719.53;22;22;"Manual";"Flat-6 2.2L";"AWD";1;88234;"X3GV9AV95W1JH7025";1;"2023-02-23";"convertible,muscle car";"Louisville";"KY";"{""model_imgs_key"": ""chevrolet corvette convertible""}"
202;1986;"Oldsmobile";"Cutlass Salon Hardtop";"Green";17969.24;18;22;"Automatic";"Flat-6 3.0L";"FWD";1;38543;"EEN9PG2LJMUB2JS9W";1;"2021-05-23";"coupe,luxury";"Houston";"TX";"{""model_imgs_key"": ""oldsmobile cutlass salon hardtop""}"
203;1972;"Buick";"Riviera Hardtop";"White";3000.0;13;24;"Automatic";"V12 7.2L";"RWD";1;87881;"W0Z9QS1ZF7QXNKUA2";1;"2024-09-22";"luxury,coupe";"Chicago";"IL";"{""model_imgs_key"": ""buick riviera hardtop""}"
204;1969;"Jaguar";"Xke Roadster";"Black";40554.5;8;28;"Manual";"V12 5.0L";"RWD";1;121718;"2Z1QI1EHNLQJAZ9C6";1;"2022-09-07";"convertible,luxury";"Chicago";"IL";"{""model_imgs_key"": ""jaguar xke roadster""}"
205;1997;"BMW";"M3 4 Door Sedan";"Gray";56170.2;13;18;"Manual";"Flat-6 2.2L";"AWD";1;58373;"LPVE55G6UU88INXS7";1;"2022-04-13";"sedan,muscle car";"Dallas";"TX";"{""model_imgs_key"": ""bmw m3 4 door sedan""}"
206;1971;"Volkswagen";"Sand Rover T Pickup Dune Buggy";"Blue";13335.76;16;20;"Automatic";"V12 5.0L";"FWD";3;36123;"SUNDSQ5GQJ4N02VFH";1;"2023-02-23";"pickup";"Seattle";"WA";"{""model_imgs_key"": ""volkswagen sand rover t pickup dune buggy""}"
207;1951;"Lincoln";"Lido Hardtop";"Gray";23827.35;20;22;"Manual";"V6 3.8L";"RWD";2;26264;"941O811IJHP21OUYX";1;"2023-12-29";"luxury,coupe";"Atlanta";"GA";"{""model_imgs_key"": ""lincoln lido hardtop""}"
208;1986;"Oldsmobile";"Cutlass Salon Hardtop";"Blue";27460.38;8;20;"Manual";"Flat-6 3.0L";"FWD";3;75366;"CHQCCNPMHO864HSGJ";0;"2025-04-02";"coupe,luxury";"Los Angeles";"CA";"{""model_imgs_key"": ""oldsmobile cutlass salon hardtop""}"
209;1940;"Dodge";"Vc Series 1 2 Ton Panel Truck";"Green";15848.8;10;17;"Manual";"Inline-4 2.5L";"RWD";1;64086;"2HP9CFHRIA3JUK8JR";1;"2021-12-03";"truck";"Tampa";"FL";"{""model_imgs_key"": ""dodge vc series 1 2 ton panel truck""}"
210;1982;"Pontiac";"Firebird Trans Am Tribute";"Gray";44850.95;10;13;"Manual";"Inline-4 1.6L";"AWD";1;117669;"3GUX8Q136L17X0XWS";0;"2024-02-06";"muscle car";"Seattle";"WA";"{""model_imgs_key"": ""pontiac firebird trans am tribute""}"
211;1950;"Dodge";"Pickup";"Brown";28049.33;18;19;"Automatic";"V8 3.5L";"FWD";2;139831;"CE57YEG1DBC0O960L";1;"2023-09-25";"pickup";"Miami";"FL";"{""model_imgs_key"": ""dodge pickup""}"
212;1970;"Lincoln";"Continental Mark Iii 2 Door Hardtop";"Green";10799.21;12;20;"Manual";"Inline-6 3.2L";"RWD";1;18236;"P7KG1OZTWJXYETZO9";1;"2023-05-31";"luxury,coupe";"Seattle";"WA";"{""model_imgs_key"": ""lincoln continental mark iii 2 door hardtop""}"
213;1963;"Jeep";"Willys Station Wagon";"Red";61141.44;8;20;"Automatic";"Flat-4 1.6L";"FWD";3;126887;"B06BW037PM6KFEYDY";1;"2023-02-15";"station wagon";"Nashville";"TN";"{""model_imgs_key"": ""jeep willys station wagon""}"
214;1968;"Pontiac";"Executive Hardtop";"Green";52000.38;9;25;"Manual";"V8 5.3L";"AWD";2;138980;"5BNX7PQQQ3XSXSGRD";1;"2022-07-22";"coupe,luxury";"Atlanta";"GA";"{""model_imgs_key"": ""pontiac executive hardtop""}"
215;1983;"Jeep";"Cj7";"Green";26268.43;16;16;"Automatic";"Inline-4 1.6L";"RWD";1;84952;"YFMSRRAL4V8Z5W4O1";1;"2021-06-08";"SUV / 4x4";"Atlanta";"GA";"{""model_imgs_key"": ""jeep cj7""}"
216;1975;"Buick";"Electra 225 Limited 2 Door Hardtop";"Red";30954.05;8;22;"Automatic";"Flat-6 2.2L";"RWD";3;131172;"G7HO7C32BENVKMWOI";1;"2025-02-23";"luxury,coupe";"Seattle";"WA";"{""model_imgs_key"": ""buick electra 225 limited 2 door hardtop""}"
217;1967;"Ford";"Thunderbird Landau Hardtop";"Green";25350.71;18;21;"Automatic";"Flat-6 2.7L";"AWD";2;43842;"DP5HUGRKSFZ3GF0QB";1;"2023-06-02";"luxury,coupe";"Louisville";"KY";"{""model_imgs_key"": ""ford thunderbird landau hardtop""}"
218;1994;"Nissan";"300Zx";"Blue";16575.62;16;19;"Automatic";"V8 3.5L";"RWD";2;63726;"LRKX56H8ZR7NF8RV1";1;"2024-11-25";"coupe";"Miami";"FL";"{""model_imgs_key"": ""nissan 300zx""}"
219;1972;"Buick";"Centurion Convertible";"Green";16057.81;19;23;"Automatic";"V12 5.3L";"RWD";2;84785;"U8RI3HK0UOSQNZTKD";1;"2023-03-07";"convertible,luxury";"Denver";"CO";"{""model_imgs_key"": ""buick centurion convertible""}"
220;1940;"Dodge";"Vc Series 1 2 Ton Panel Truck";"Beige";25859.98;21;30;"Automatic";"Inline-4 2.5L";"RWD";3;95714;"AD8RX75CRB63GC4I1";1;"2024-04-15";"truck";"Los Angeles";"CA";"{""model_imgs_key"": ""dodge vc series 1 2 ton panel truck""}"
221;1969;"Volkswagen";"Porsche 959 Tribute Roadster";"Blue";25239.22;13;21;"Manual";"V8 6.0L";"AWD";3;130144;"G0MS311U2BZMTNY6A";1;"2024-03-31";"convertible";"Miami";"FL";"{""model_imgs_key"": ""volkswagen porsche 959 tribute roadster""}"
222;1957;"Oldsmobile";"Super 88 Convertible";"White";24114.33;14;15;"Manual";"Rotary 1.1L";"AWD";1;114770;"JLNRU4V2UB7FDEPVA";1;"2021-10-11";"convertible";"Miami";"FL";"{""model_imgs_key"": ""oldsmobile super 88 convertible""}"
223;1986;"Oldsmobile";"Cutlass Salon Hardtop";"Red";30031.86;22;29;"Manual";"Flat-6 3.0L";"FWD";3;42643;"4SZC8P37RQYRQ2N6N";1;"2021-06-30";"coupe,luxury";"Seattle";"WA";"{""model_imgs_key"": ""oldsmobile cutlass salon hardtop""}"
224;1957;"Chevrolet";"210 2 Door Sedan";"Black";25754.38;19;30;"Manual";"V6 3.0L";"RWD";3;125663;"DNS346K6ICS9OUE30";1;"2024-05-29";"sedan";"Miami";"FL";"{""model_imgs_key"": ""chevrolet 210 2 door sedan""}"
225;1964;"Dodge";"Dart 270 2 Door Hardtop";"Black";49598.99;21;26;"Manual";"V6 2.5L";"RWD";1;31688;"K2TXYPSO5C9YV9U1H";0;"2023-11-03";"sedan,coupe";"New York";"NY";"{""model_imgs_key"": ""dodge dart 270 2 door hardtop""}"
226;1932;"Oldsmobile";"L32 4 Door Sedan";"Gray";9595.82;10;17;"Manual";"V8 4.6L";"AWD";3;52043;"YQEZ1CGJX5GFUKG42";1;"2024-07-16";"sedan";"Houston";"TX";"{""model_imgs_key"": ""oldsmobile l32 4 door sedan""}"
227;1978;"Toyota";"Corolla Sedan";"White";30385.73;16;19;"Automatic";"V8 5.3L";"FWD";3;47299;"AV04UMGD9PU0ZE5LJ";1;"2022-06-03";"sedan";"Atlanta";"GA";"{""model_imgs_key"": ""toyota corolla sedan""}"
228;1987;"Mercedes-Benz";"560Sl Roadster";"Gray";46508.0;11;15;"Manual";"Flat-4 1.3L";"AWD";3;66238;"ABBIHOYP0PIDC4ILM";1;"2024-03-30";"convertible,luxury";"Houston";"TX";"{""model_imgs_key"": ""mercedes-benz 560sl roadster""}"
229;1960;"Lincoln";"Mark V Convertible";"White";34793.25;13;18;"Automatic";"V8 4.2L";"RWD";2;145772;"7PE45XKM2R3QTYSZ2";1;"2024-07-20";"convertible,luxury";"Los Angeles";"CA";"{""model_imgs_key"": ""lincoln mark v convertible""}"
230;1972;"Ford";"Mustang Mach 1";"Beige";51859.43;21;22;"Automatic";"Flat-6 3.6L";"FWD";3;51481;"YOM1K8D3T3K6BJLZC";1;"2022-10-01";"muscle car,coupe";"Denver";"CO";"{""model_imgs_key"": ""ford mustang mach 1""}"
231;1951;"Dodge";"Power Wagon";"Red";48491.79;9;13;"Manual";"V8 6.0L";"FWD";3;133286;"20B8P9O3YVPMVD1C9";1;"2024-03-31";"SUV / 4x4,pickup";"Los Angeles";"CA";"{""model_imgs_key"": ""dodge power wagon""}"
232;1950;"Cadillac";"Series 61 Coupe";"Yellow";31763.49;13;17;"Manual";"V8 4.6L";"AWD";2;134932;"56C75Q7HVF8QY9A7V";1;"2023-12-25";"luxury,coupe";"Houston";"TX";"{""model_imgs_key"": ""cadillac series 61 coupe""}"
233;1959;"Pontiac";"Catalina Hardtop";"Red";40195.33;19;20;"Automatic";"Rotary 1.2L";"FWD";2;25712;"HWMUGIERAHIF4GDII";1;"2021-09-02";"coupe,luxury";"Dallas";"TX";"{""model_imgs_key"": ""pontiac catalina hardtop""}"
234;1960;"Buick";"Electra 2 Door Hardtop";"Brown";49243.46;12;12;"Manual";"V8 4.5L";"FWD";2;75794;"U90EFH22R6856FQ71";1;"2022-06-03";"luxury,coupe";"Los Angeles";"CA";"{""model_imgs_key"": ""buick electra 2 door hardtop""}"
235;1969;"Volkswagen";"Porsche 959 Tribute Roadster";"Yellow";9581.21;12;30;"Automatic";"V8 6.0L";"AWD";1;21404;"C2E9ZJOWZQQRQQIIH";1;"2024-10-23";"convertible";"Atlanta";"GA";"{""model_imgs_key"": ""volkswagen porsche 959 tribute roadster""}"
236;1996;"Ford";"Bronco Eddie Bauer";"Black";44144.19;22;28;"Automatic";"V6 3.8L";"RWD";1;16013;"L7IUSHIPT90XOQAIH";1;"2021-07-26";"SUV / 4x4";"Houston";"TX";"{""model_imgs_key"": ""ford bronco eddie bauer""}"
237;1969;"Volkswagen";"Kelmark Gt";"Green";55594.59;18;22;"Automatic";"V8 5.5L";"FWD";3;88043;"W2YSIUYVGTHVXB5Y2";1;"2023-04-24";"coupe,muscle car";"San Diego";"CA";"{""model_imgs_key"": ""volkswagen kelmark gt""}"
238;1975;"Buick";"Electra 225 Limited 2 Door Hardtop";"Yellow";9969.38;15;16;"Manual";"Flat-6 2.2L";"AWD";3;84985;"52WGE4YD2DZBT9RFI";1;"2022-08-08";"luxury,coupe";"Atlanta";"GA";"{""model_imgs_key"": ""buick electra 225 limited 2 door hardtop""}"
239;1963;"Jeep";"Willys Station Wagon";"Yellow";15352.3;10;28;"Automatic";"Flat-4 1.6L";"RWD";1;75315;"2E343750V3KIKUO33";1;"2024-11-09";"station wagon";"Houston";"TX";"{""model_imgs_key"": ""jeep willys station wagon""}"
240;1964;"Volkswagen";"Karmann Ghia Coupe";"Beige";28922.12;17;21;"Manual";"Inline-6 3.5L";"FWD";3;31029;"GLQSBHUGZINT2OMM9";1;"2022-05-02";"coupe";"New Orleans";"LA";"{""model_imgs_key"": ""volkswagen karmann ghia coupe""}"
241;1970;"Pontiac";"Gto Hardtop";"White";18983.68;11;20;"Manual";"Flat-4 1.3L";"AWD";1;112081;"A3XLO6QX1IM1A8CM5";1;"2023-02-20";"muscle car";"Birmingham";"AL";"{""model_imgs_key"": ""pontiac gto hardtop""}"
242;1960;"Lincoln";"Mark V Convertible";"White";30569.74;13;20;"Manual";"V8 4.2L";"RWD";3;98850;"8043HL7ZZ4V7GDURT";1;"2021-12-06";"convertible,luxury";"Houston";"TX";"{""model_imgs_key"": ""lincoln mark v convertible""}"
243;1957;"Mercedes-Benz";"180D Sedan";"Blue";43501.82;12;22;"Automatic";"V6 4.2L";"RWD";3;106990;"RXN4OP2598LY23KJB";1;"2022-06-30";"sedan,luxury";"Los Angeles";"CA";"{""model_imgs_key"": ""mercedes-benz 180d sedan""}"
244;1951;"Dodge";"Meadowbrook 4 Door Sedan";"Beige";28543.06;21;22;"Automatic";"V8 7.0L";"AWD";1;91880;"GC22C391B440GYNHZ";1;"2024-03-09";"sedan";"Houston";"TX";"{""model_imgs_key"": ""dodge meadowbrook 4 door sedan""}"
245;1967;"Pontiac";"Firebird Convertible";"Gray";26523.11;11;23;"Automatic";"Inline-6 2.8L";"AWD";2;32292;"EZ5VGWS5G0NGJGC09";1;"2021-07-18";"convertible,muscle car";"Dallas";"TX";"{""model_imgs_key"": ""pontiac firebird convertible""}"
246;1972;"Buick";"Centurion Convertible";"Red";3000.0;15;27;"Manual";"V12 5.3L";"AWD";3;65122;"0P196QQ1C3BSMIT3Y";1;"2024-09-25";"convertible,luxury";"Denver";"CO";"{""model_imgs_key"": ""buick centurion convertible""}"
247;1922;"Lincoln";"Model 117 Brunn Sedan";"Blue";62962.81;13;17;"Manual";"Flat-4 2.0L";"AWD";3;18555;"S4630Q58QX2QAENUE";1;"2021-08-04";"luxury,sedan";"Houston";"TX";"{""model_imgs_key"": ""lincoln model 117 brunn sedan""}"
248;1983;"Jeep";"Cj7";"Blue";3000.0;11;17;"Manual";"Inline-4 1.6L";"RWD";3;23110;"HTRDSYC5XUJIM3J86";1;"2021-09-25";"SUV / 4x4";"Chicago";"IL";"{""model_imgs_key"": ""jeep cj7""}"
249;1967;"Ford";"Thunderbird Landau Hardtop";"Brown";3000.0;22;28;"Manual";"Flat-6 2.7L";"RWD";2;37272;"WUREPE3CCHQWJ1QJG";1;"2025-02-15";"luxury,coupe";"Houston";"TX";"{""model_imgs_key"": ""ford thunderbird landau hardtop""}"
250;1955;"Pontiac";"Star Chief Convertible";"Black";9257.4;16;17;"Manual";"V8 4.5L";"AWD";1;42318;"0QVAF3SPISM88RX0X";1;"2022-06-30";"convertible";"Los Angeles";"CA";"{""model_imgs_key"": ""pontiac star chief convertible""}"
251;1971;"Dodge";"Challenger R T";"Yellow";44110.7;13;21;"Automatic";"V8 4.2L";"RWD";3;101935;"K7B8WP4EJAXCWI4L5";0;"2022-10-07";"muscle car,coupe";"Chicago";"IL";"{""model_imgs_key"": ""dodge challenger r t""}"
252;1978;"Chevrolet";"Monza Station Wagon";"Beige";37731.93;12;21;"Automatic";"V8 4.0L";"AWD";3;89712;"JPIB5XSYD705NI58H";1;"2022-01-15";"station wagon";"Miami";"FL";"{""model_imgs_key"": ""chevrolet monza station wagon""}"
253;1948;"Cadillac";"Series 62 Coupe";"Beige";45054.35;11;28;"Automatic";"V12 5.3L";"RWD";2;138386;"DF7LMNUTNKOFVVA9C";1;"2024-06-24";"luxury,coupe";"Dallas";"TX";"{""model_imgs_key"": ""cadillac series 62 coupe""}"
254;1951;"Lincoln";"Lido Hardtop";"Green";52321.21;12;24;"Automatic";"V6 3.8L";"AWD";2;42119;"573SKDITXNEKE086L";1;"2023-05-21";"luxury,coupe";"Phoenix";"AZ";"{""model_imgs_key"": ""lincoln lido hardtop""}"
255;1972;"Oldsmobile";"Toronado";"Brown";5117.72;17;17;"Automatic";"V12 5.3L";"AWD";3;64919;"ORGPAEU8U2U4J5SFG";0;"2023-06-18";"luxury";"Phoenix";"AZ";"{""model_imgs_key"": ""oldsmobile toronado""}"
256;1953;"Buick";"Super 50 Series Riviera 4 Door Sedan";"Yellow";3159.01;9;26;"Automatic";"V8 5.7L";"AWD";1;144395;"J9ZUZYLQKW63WDOAQ";1;"2025-01-09";"luxury,sedan";"Denver";"CO";"{""model_imgs_key"": ""buick super 50 series riviera 4 door sedan""}"
257;1972;"Oldsmobile";"Toronado";"White";30598.08;8;28;"Manual";"V12 5.3L";"AWD";2;99296;"J4NGMSPJTPW6KRTCQ";1;"2023-01-24";"luxury";"Phoenix";"AZ";"{""model_imgs_key"": ""oldsmobile toronado""}"
258;1951;"Chevrolet";"Sedan Delivery";"Black";58690.56;10;18;"Automatic";"Inline-4 2.2L";"AWD";3;13528;"CQ8ODU8JZVBV5ZB83";1;"2023-05-17";"van";"Miami";"FL";"{""model_imgs_key"": ""chevrolet sedan delivery""}"
259;1957;"Oldsmobile";"Super 88 Convertible";"Green";36185.61;12;25;"Automatic";"Rotary 1.1L";"RWD";1;94717;"DNH5RP390SPI5RFDH";1;"2023-04-07";"convertible";"Phoenix";"AZ";"{""model_imgs_key"": ""oldsmobile super 88 convertible""}"
260;1967;"Ford";"Thunderbird Landau Hardtop";"Red";51747.69;21;22;"Manual";"Flat-6 2.7L";"FWD";1;6462;"2UZLYBUYGBU5UW7OU";1;"2022-05-27";"luxury,coupe";"Atlanta";"GA";"{""model_imgs_key"": ""ford thunderbird landau hardtop""}"
261;1964;"Volkswagen";"Karmann Ghia Coupe";"White";23614.84;16;17;"Manual";"Inline-6 3.5L";"RWD";2;78073;"GGOH38KZT0Y8AYXBD";1;"2021-05-13";"coupe";"Seattle";"WA";"{""model_imgs_key"": ""volkswagen karmann ghia coupe""}"
262;1981;"Nissan";"280Zx";"Green";20161.72;15;22;"Manual";"V8 4.5L";"AWD";1;26237;"VWKCZWMT2YVDKDVU8";1;"2021-08-21";"coupe";"New Orleans";"LA";"{""model_imgs_key"": ""nissan 280zx""}"
263;1957;"Chevrolet";"210 2 Door Sedan";"Red";41673.47;12;28;"Automatic";"V6 3.0L";"RWD";2;38300;"51FYQ921EQYFQFZCE";1;"2025-01-10";"sedan";"Atlanta";"GA";"{""model_imgs_key"": ""chevrolet 210 2 door sedan""}"
264;1984;"Cadillac";"Fleetwood Brougham D Elegance";"Beige";31791.23;15;21;"Manual";"Flat-6 2.0L";"FWD";1;128765;"QFQULYXCTUDAV9LJ6";0;"2023-04-30";"luxury,sedan";"Chicago";"IL";"{""model_imgs_key"": ""cadillac fleetwood brougham d elegance""}"
265;1975;"Mercedes-Benz";"300D Sedan";"Beige";18707.94;20;20;"Automatic";"Inline-4 1.6L";"FWD";2;119296;"VFIAH5Z99YDDH69XO";0;"2024-10-26";"sedan,luxury";"Atlanta";"GA";"{""model_imgs_key"": ""mercedes-benz 300d sedan""}"
266;1922;"Lincoln";"Model 117 Brunn Sedan";"Black";19993.95;10;15;"Automatic";"Flat-4 2.0L";"AWD";2;74875;"9IFJAPFETGKN7WO6O";1;"2024-07-29";"luxury,sedan";"Phoenix";"AZ";"{""model_imgs_key"": ""lincoln model 117 brunn sedan""}"
267;1990;"Toyota";"Supra Coupe";"Red";32995.34;8;26;"Automatic";"V8 6.2L";"RWD";3;36049;"HXTDMOEW5VGQYHNEB";1;"2022-10-30";"coupe";"Chicago";"IL";"{""model_imgs_key"": ""toyota supra coupe""}"
268;1948;"Willys";"Jeepster";"Blue";16784.45;13;23;"Manual";"Rotary 1.1L";"AWD";3;42219;"NAXZ7P3GEVJDU1CC7";1;"2022-03-14";"SUV / 4x4";"Seattle";"WA";"{""model_imgs_key"": ""willys jeepster""}"
269;1979;"Dodge";"D150 Lil Red Express Pickup";"Green";19385.45;15;24;"Manual";"Flat-4 2.0L";"FWD";1;74616;"CDAQJHKS7R3L9Y1AJ";1;"2023-10-21";"pickup";"Seattle";"WA";"{""model_imgs_key"": ""dodge d150 lil red express pickup""}"
270;1982;"Pontiac";"Firebird Trans Am Tribute";"Gray";25653.99;13;27;"Manual";"Inline-4 1.6L";"RWD";3;79166;"J5E4O9TBV7UBJBWZL";1;"2023-03-05";"muscle car";"New Orleans";"LA";"{""model_imgs_key"": ""pontiac firebird trans am tribute""}"
271;1969;"Dodge";"Charger Hardtop";"Brown";25081.91;17;25;"Automatic";"V8 7.5L";"AWD";3;122555;"5N8J3IDG7SUDECEIQ";1;"2024-08-08";"muscle car,coupe";"Seattle";"WA";"{""model_imgs_key"": ""dodge charger hardtop""}"
272;1978;"Toyota";"Corolla Sedan";"Red";37890.62;15;20;"Manual";"V8 5.3L";"RWD";3;147226;"H4TEAU23XZRP5JKUT";1;"2024-01-31";"sedan";"Los Angeles";"CA";"{""model_imgs_key"": ""toyota corolla sedan""}"
273;1992;"Mazda";"Miata Mx 5";"Brown";25961.94;13;29;"Automatic";"Flat-4 1.6L";"AWD";3;123111;"JLRYN6RTJNEPWXVRC";1;"2025-03-17";"convertible";"Charlotte";"NC";"{""model_imgs_key"": ""mazda miata mx 5""}"
274;1960;"Mercedes-Benz";"190Sl Roadster";"Yellow";12766.56;20;26;"Manual";"V6 4.2L";"RWD";3;23207;"5IROUXZU8PYY5PHX4";1;"2024-01-02";"convertible,luxury";"Houston";"TX";"{""model_imgs_key"": ""mercedes-benz 190sl roadster""}"
275;1964;"Volkswagen";"Karmann Ghia Coupe";"Green";21128.09;14;15;"Manual";"Inline-6 3.5L";"AWD";1;148859;"63LYCZJH88ZQQEXJ2";1;"2023-11-08";"coupe";"Atlanta";"GA";"{""model_imgs_key"": ""volkswagen karmann ghia coupe""}"
276;1962;"Dodge";"Polara 500 Hardtop";"Blue";24518.72;20;28;"Automatic";"Flat-6 3.6L";"AWD";1;141493;"GC7TVPKF6903EGF2F";1;"2021-06-05";"coupe,sedan";"Seattle";"WA";"{""model_imgs_key"": ""dodge polara 500 hardtop""}"
277;1967;"Ford";"Thunderbird Landau Hardtop";"Blue";14562.49;12;17;"Manual";"Flat-6 2.7L";"RWD";3;27244;"VZD05PLEWURZBJU7L";1;"2022-09-11";"luxury,coupe";"Austin";"TX";"{""model_imgs_key"": ""ford thunderbird landau hardtop""}"
278;1970;"Mercedes-Benz";"280Se Sedan";"White";26369.32;9;23;"Manual";"V6 4.0L";"RWD";3;12354;"5E5QOU8LJER7OMJZU";1;"2023-11-26";"sedan,luxury";"Atlanta";"GA";"{""model_imgs_key"": ""mercedes-benz 280se sedan""}"
279;1962;"Dodge";"Polara 500 Hardtop";"Gray";61216.41;21;28;"Manual";"Flat-6 3.6L";"AWD";1;24672;"073TWCH5HPQ4Y73A9";1;"2022-12-20";"coupe,sedan";"New Orleans";"LA";"{""model_imgs_key"": ""dodge polara 500 hardtop""}"
280;1978;"Toyota";"Corolla Sedan";"Black";46544.54;16;18;"Manual";"V8 5.3L";"RWD";2;148682;"4CGIYQ25ZZ8ZRVKGV";1;"2025-01-27";"sedan";"Seattle";"WA";"{""model_imgs_key"": ""toyota corolla sedan""}"
281;1971;"Volkswagen";"Sand Rover T Pickup Dune Buggy";"Beige";26955.8;20;23;"Automatic";"V12 5.0L";"AWD";3;102426;"LEH8IK65JSR0CUAEH";1;"2021-04-14";"pickup";"Bozeman";"MT";"{""model_imgs_key"": ""volkswagen sand rover t pickup dune buggy""}"
282;1960;"Buick";"Electra 2 Door Hardtop";"Beige";30052.03;20;20;"Automatic";"V8 4.5L";"RWD";3;58181;"A52EY92L6UB52ND1B";1;"2021-06-22";"luxury,coupe";"New Orleans";"LA";"{""model_imgs_key"": ""buick electra 2 door hardtop""}"
283;1957;"Mercedes-Benz";"180D Sedan";"Gray";42518.31;16;22;"Manual";"V6 4.2L";"AWD";2;93532;"MWFULY9STVP8ENIDR";1;"2024-04-08";"sedan,luxury";"Denver";"CO";"{""model_imgs_key"": ""mercedes-benz 180d sedan""}"
284;1975;"Volkswagen";"Camper";"Brown";3000.0;10;24;"Automatic";"Flat-4 1.2L";"FWD";3;19328;"SRJ6KPZVWUUOA5F20";0;"2025-02-05";"van";"Denver";"CO";"{""model_imgs_key"": ""volkswagen camper""}"
285;1997;"BMW";"M3 4 Door Sedan";"Red";23980.73;18;19;"Automatic";"Flat-6 2.2L";"AWD";2;37253;"UUHFDG4E09DWMCR86";1;"2022-03-28";"sedan,muscle car";"Chicago";"IL";"{""model_imgs_key"": ""bmw m3 4 door sedan""}"
286;1968;"Chevrolet";"Corvair Monza Coupe";"Beige";18196.51;12;13;"Manual";"V8 5.5L";"FWD";1;13365;"VXM7QZDCC379JN0YB";0;"2022-08-10";"coupe";"Chicago";"IL";"{""model_imgs_key"": ""chevrolet corvair monza coupe""}"
287;1969;"Volkswagen";"Porsche 959 Tribute Roadster";"Yellow";31808.5;13;21;"Automatic";"V8 6.0L";"AWD";3;113422;"FTD45Y3QUUOF62VOK";1;"2025-02-06";"convertible";"Los Angeles";"CA";"{""model_imgs_key"": ""volkswagen porsche 959 tribute roadster""}"
288;1979;"Dodge";"D150 Lil Red Express Pickup";"Red";17739.36;10;24;"Manual";"Flat-4 2.0L";"FWD";2;95122;"XITGUTWQU6K6BKH0M";1;"2023-02-02";"pickup";"Denver";"CO";"{""model_imgs_key"": ""dodge d150 lil red express pickup""}"
289;1969;"Jaguar";"Xke 2 2 Coupe";"Gray";32000.61;12;29;"Manual";"Inline-6 3.5L";"AWD";3;31418;"ORWM3U7Q4YOEGSEQK";1;"2024-07-18";"luxury,coupe";"Tampa";"FL";"{""model_imgs_key"": ""jaguar xke 2 2 coupe""}"
290;1969;"Jaguar";"Xke 2 2 Coupe";"Yellow";26686.54;15;18;"Automatic";"Inline-6 3.5L";"AWD";2;83170;"O2UQN5BTI4GXY4IAS";1;"2024-03-09";"luxury,coupe";"Houston";"TX";"{""model_imgs_key"": ""jaguar xke 2 2 coupe""}"
291;1979;"Dodge";"D150 Lil Red Express Pickup";"Brown";26945.25;14;18;"Automatic";"Flat-4 2.0L";"AWD";1;57484;"FTRXEMD161WCXXH6Q";1;"2022-11-01";"pickup";"Phoenix";"AZ";"{""model_imgs_key"": ""dodge d150 lil red express pickup""}"
292;1978;"Chevrolet";"Monza Station Wagon";"Black";29475.0;12;18;"Automatic";"V8 4.0L";"FWD";3;124022;"QX2QRJM7C4QCW9TII";1;"2022-09-16";"station wagon";"Houston";"TX";"{""model_imgs_key"": ""chevrolet monza station wagon""}"
293;1986;"Ford";"F150 Xlt Lariat Pickup";"Green";28331.85;15;30;"Automatic";"Rotary 1.3L";"FWD";1;64276;"2U1ZAXPPZS5FKNIID";1;"2022-11-14";"pickup";"Miami";"FL";"{""model_imgs_key"": ""ford f150 xlt lariat pickup""}"
294;2004;"Dodge";"Ram Srt 10 Pickup";"Beige";36636.81;15;19;"Manual";"Inline-6 3.5L";"FWD";3;117889;"7NO4MBVXZUVYLW4O7";1;"2024-01-06";"pickup";"Seattle";"WA";"{""model_imgs_key"": ""dodge ram srt 10 pickup""}"
295;1978;"Toyota";"Corolla Sedan";"Yellow";27274.9;11;13;"Manual";"V8 5.3L";"FWD";2;10119;"T48MQWQ3KD96Q9L4P";1;"2022-09-04";"sedan";"Chicago";"IL";"{""model_imgs_key"": ""toyota corolla sedan""}"
296;1986;"Ford";"F150 Xlt Lariat Pickup";"Beige";3607.04;17;25;"Automatic";"Rotary 1.3L";"AWD";2;119492;"LIL8V6TBVUTNJV1SH";1;"2023-02-13";"pickup";"Houston";"TX";"{""model_imgs_key"": ""ford f150 xlt lariat pickup""}"
297;1940;"Dodge";"Vc Series 1 2 Ton Panel Truck";"Yellow";22932.56;13;20;"Automatic";"Inline-4 2.5L";"FWD";2;95114;"ATV7BS0QCIJ6DGCBH";1;"2024-02-24";"truck";"Seattle";"WA";"{""model_imgs_key"": ""dodge vc series 1 2 ton panel truck""}"
298;1940;"Dodge";"Series Vc G502 Power Wagon Pickup";"Yellow";25558.91;19;23;"Manual";"V6 2.5L";"FWD";1;147491;"HHKWOBPL5RZND95HE";1;"2024-04-02";"pickup,SUV / 4x4";"Seattle";"WA";"{""model_imgs_key"": ""dodge series vc g502 power wagon pickup""}"
