year,make,model,color,price,mpg_city,mpg_hwy,transmission,engine,drive_type,prev_owners,mileage,vin,status,date_created,city,state,style
1997,BMW,M3 4 Door Sedan,Red,23980.73,18,19,Automatic,Flat-6 2.2L,AWD,2,37253,UUHFDG4E09DWMCR86,1,2022-03-28,Chicago,IL,"sedan,muscle car"
1968,Chevrolet,Corvair Monza Coupe,Beige,18196.51,12,13,Manual,V8 5.5L,FWD,1,13365,VXM7QZDCC379JN0YB,0,2022-08-10,Chicago,IL,coupe
1969,Volkswagen,Porsche 959 Tribute Roadster,Yellow,31808.5,13,21,Automatic,V8 6.0L,AWD,3,113422,FTD45Y3QUUOF62VOK,1,2025-02-06,Los Angeles,CA,convertible
1979,Dodge,D150 Lil Red Express Pickup,Red,17739.36,10,24,Manual,Flat-4 2.0L,FWD,2,95122,XITGUTWQU6K6BKH0M,1,2023-02-02,Denver,CO,pickup
1969,Jaguar,Xke 2 2 Coupe,Gray,32000.61,12,29,Manual,Inline-6 3.5L,AWD,3,31418,ORWM3U7Q4YOEGSEQK,1,2024-07-18,Tampa,FL,"luxury,coupe"
1969,Jaguar,Xke 2 2 Coupe,Yellow,26686.54,15,18,Automatic,Inline-6 3.5L,AWD,2,83170,O2UQN5BTI4GXY4IAS,1,2024-03-09,Houston,TX,"luxury,coupe"
1979,Dodge,D150 Lil Red Express Pickup,Brown,26945.25,14,18,Automatic,Flat-4 2.0L,AWD,1,57484,FTRXEMD161WCXXH6Q,1,2022-11-01,Phoenix,AZ,pickup
1978,Chevrolet,Monza Station Wagon,Black,29475,12,18,Automatic,V8 4.0L,FWD,3,124022,QX2QRJM7C4QCW9TII,1,2022-09-16,Houston,TX,station wagon
1986,Ford,F150 Xlt Lariat Pickup,Green,28331.85,15,30,Automatic,Rotary 1.3L,FWD,1,64276,2U1ZAXPPZS5FKNIID,1,2022-11-14,Miami,FL,pickup
2004,Dodge,Ram Srt 10 Pickup,Beige,36636.81,15,19,Manual,Inline-6 3.5L,FWD,3,117889,7NO4MBVXZUVYLW4O7,1,2024-01-06,Seattle,WA,pickup
1978,Toyota,Corolla Sedan,Yellow,27274.9,11,13,Manual,V8 5.3L,FWD,2,10119,T48MQWQ3KD96Q9L4P,1,2022-09-04,Chicago,IL,sedan
1986,Ford,F150 Xlt Lariat Pickup,Beige,3607.04,17,25,Automatic,Rotary 1.3L,AWD,2,119492,LIL8V6TBVUTNJV1SH,1,2023-02-13,Houston,TX,pickup
1940,Dodge,Vc Series 1 2 Ton Panel Truck,Yellow,22932.56,13,20,Automatic,Inline-4 2.5L,FWD,2,95114,ATV7BS0QCIJ6DGCBH,1,2024-02-24,Seattle,WA,truck
1940,Dodge,Series Vc G502 Power Wagon Pickup,Yellow,25558.91,19,23,Manual,V6 2.5L,FWD,1,147491,HHKWOBPL5RZND95HE,1,2024-04-02,Seattle,WA,"pickup,SUV / 4x4"
1973,Pontiac,Firebird Formula,Beige,26813.14,18,24,Automatic,V8 4.0L,FWD,3,82302,E1WGZMWW7RBERKBAF,1,2025-01-27,Miami,FL,muscle car
1963,Jeep,Willys Station Wagon,Green,3000,20,22,Manual,Flat-4 1.6L,AWD,3,18088,C0HS61WWU6IM4XXZE,1,2022-01-01,Atlanta,GA,station wagon
1969,Dodge,Charger Hardtop,Gray,4266.23,14,30,Automatic,V8 7.5L,AWD,3,62868,HASAJOI88FUQZ61FO,0,2024-05-01,Los Angeles,CA,"muscle car,coupe"
1957,Oldsmobile,Super 88 Convertible,Green,15961.32,13,21,Manual,Rotary 1.1L,FWD,2,15331,UTHY977BW72K2H9OY,1,2025-03-22,Phoenix,AZ,convertible
1938,Lincoln,Zephyr Coupe,Yellow,4610.16,16,19,Automatic,Flat-4 1.3L,AWD,3,122164,RFUIHBKV9GGY70E0R,1,2024-07-14,Los Angeles,CA,"luxury,coupe"
1966,Ford,Mustang Gt Hardtop,White,43950.59,11,15,Automatic,V8 4.0L,FWD,2,85884,DIBQJL8A0ROI910ZV,1,2022-01-11,Atlanta,GA,"muscle car,coupe"
1972,Buick,Riviera Hardtop,Black,13096.41,19,26,Manual,V12 7.2L,FWD,2,133499,HN4PWTV3PHZ2MPJUC,1,2025-01-20,Tampa,FL,"luxury,coupe"
1987,Mercedes-Benz,Benz 560Sl Roadster,Brown,25790.72,15,22,Automatic,Flat-4 1.3L,RWD,2,42142,B6MSMJDZKUS8GVFN1,1,2023-02-26,Chicago,IL,"convertible,luxury"
1922,Lincoln,Model 117 Brunn Sedan,Yellow,42348.24,15,24,Manual,Flat-4 2.0L,AWD,2,113257,SN0HUFLE9776MPQQ6,1,2023-04-13,Seattle,WA,"luxury,sedan"
1990,Cadillac,Fleetwood Coupe,Beige,7142.96,12,15,Manual,V8 5.0L,RWD,2,122119,IUUDK1SGWO7M2AYN7,1,2021-08-06,Chicago,IL,"luxury,coupe"
1962,Dodge,Polara 500 Hardtop,Beige,8660.66,15,16,Manual,Flat-6 3.6L,AWD,1,70781,BAJBG7I16BXLVRH5C,1,2023-10-29,Louisville,KY,"coupe,sedan"
1952,Mercedes-Benz,Benz 220 Sedan,Yellow,20450.4,15,30,Automatic,Inline-4 3.0L,AWD,2,105905,LLAYMNRFDDU69LY88,1,2024-05-28,Chicago,IL,"sedan,luxury"
1957,Chevrolet,210 2 Door Sedan,Beige,24652.38,14,15,Manual,V6 3.0L,FWD,3,129783,FAORYQJT3W7KAKLPT,1,2024-01-08,Atlanta,GA,sedan
1957,Oldsmobile,Super 88 Convertible,Red,24489.3,9,30,Manual,Rotary 1.1L,FWD,3,48153,2CBQVBHRNC6RFMJ65,1,2023-07-16,Seattle,WA,convertible
1984,Cadillac,Fleetwood Brougham D Elegance,Blue,3000,21,24,Manual,Flat-6 2.0L,FWD,1,113407,2I60L18L910G3CSBW,1,2022-12-03,Tampa,FL,"luxury,sedan"
1964,Dodge,Dart 270 2 Door Hardtop,Green,29589.19,12,27,Manual,V6 2.5L,AWD,2,25232,MVO06FT1ZU6GI4A8I,1,2021-09-11,Seattle,WA,"sedan,coupe"
1950,Cadillac,Series 61 Coupe,Red,21766.96,13,18,Automatic,V8 4.6L,AWD,1,64573,02GW1G4AGKSJF5X1V,1,2023-11-23,Phoenix,AZ,"luxury,coupe"
1956,Lincoln,Premiere 2 Door Hardtop,Black,49129.93,11,30,Manual,Flat-6 3.2L,AWD,1,100668,SQAX622Z2ZR1IEGPO,0,2023-10-10,Denver,CO,"luxury,coupe"
1997,BMW,M3 4 Door Sedan,Gray,6986.74,17,24,Automatic,Flat-6 2.2L,AWD,1,18904,XGOVEW5NS53V6VZXN,1,2021-07-25,Indianapolis,IN,"sedan,muscle car"
1952,Mercedes-Benz,Benz 220 Sedan,Gray,6220.96,14,17,Manual,Inline-4 3.0L,AWD,3,129348,A7XGA2C6VY6EO3ERA,1,2021-12-07,Los Angeles,CA,"sedan,luxury"
1978,Volkswagen,Type 2 Kombi Bus,Gray,45214.89,13,24,Automatic,V8 5.3L,AWD,3,119344,7V29KMKYN63T1ZUN6,1,2023-01-13,Seattle,WA,van
1956,Lincoln,Premiere 2 Door Hardtop,White,49654.49,9,24,Manual,Flat-6 3.2L,RWD,3,28507,UP5RL2LP0MP54F3C6,1,2024-04-23,Chicago,IL,"luxury,coupe"
1984,Porsche,928 S Coupe,Brown,32753.34,9,19,Automatic,V8 4.5L,FWD,2,116933,AX5LTFBIKV46OWIAS,1,2022-06-21,New York,NY,coupe
1994,Nissan,300Zx,Beige,19497.21,15,28,Automatic,V8 3.5L,RWD,2,7872,EWAJ3B4W4X8DVUE9D,1,2022-06-28,Phoenix,AZ,coupe
1974,Chevrolet,Camaro Type Lt Z28,Brown,27115.61,15,20,Automatic,V8 7.0L,AWD,1,58078,N6TE2W5CQ0WC4VWVV,1,2022-01-09,Los Angeles,CA,"muscle car,coupe"
1978,Toyota,Corolla Sedan,Blue,12847.91,10,28,Manual,V8 5.3L,RWD,1,146523,ELLKDRJCCFQ24WM97,1,2024-02-17,Denver,CO,sedan
1996,Ford,Bronco Eddie Bauer,Yellow,41736.86,17,20,Manual,V6 3.8L,RWD,3,118410,E3DWFUPHQ4JOCTTB5,1,2025-03-26,Seattle,WA,SUV / 4x4
1994,Nissan,300Zx,Blue,28375.89,13,18,Manual,V8 3.5L,RWD,2,70409,2JAO0LW0JC2HC2ZYG,1,2023-07-24,Miami,FL,coupe
1948,Willys,Jeepster,Beige,23393.71,10,17,Automatic,Rotary 1.1L,FWD,3,114379,2COKQ2187N6X9G5R6,1,2024-11-20,Phoenix,AZ,SUV / 4x4
1956,Lincoln,Premiere 2 Door Hardtop,Red,29486.19,13,28,Manual,Flat-6 3.2L,AWD,3,87129,OT2OA7U721B37F4P7,1,2024-02-14,Seattle,WA,"luxury,coupe"
1973,Pontiac,Firebird Formula,Blue,42919.52,8,17,Manual,V8 4.0L,RWD,3,140608,6MRFBPWSZDV6E5ZCY,1,2021-04-25,Denver,CO,muscle car
1997,BMW,M3 4 Door Sedan,Green,41440.77,12,19,Manual,Flat-6 2.2L,FWD,1,134303,9N3GBBS6A9IPLJCL7,1,2024-06-25,Houston,TX,"sedan,muscle car"
1975,Mercedes-Benz,Benz 300D Sedan,Black,36576.79,10,25,Manual,Inline-4 1.6L,RWD,3,69428,A88QLMF6Q2LR4KZ3C,1,2023-11-13,Chicago,IL,"sedan,luxury"
1957,BMW,Isetta 300 Cabriolet,Red,25780.43,12,19,Manual,Rotary 1.2L,RWD,2,20696,381UNCBN0T38BCE4Y,1,2023-09-05,Phoenix,AZ,coupe
1922,Lincoln,Model 117 Brunn Sedan,Black,17677.36,14,18,Manual,Flat-4 2.0L,FWD,3,22347,LX0OO8LCRH4UMNCWF,1,2024-12-15,Seattle,WA,"luxury,sedan"
1971,Dodge,Challenger R T,Black,23199.63,9,25,Manual,V8 4.2L,RWD,1,66497,FWU5NU7KXEY7QNLZF,1,2022-02-10,Phoenix,AZ,"muscle car,coupe"
1990,Toyota,Supra Coupe,Red,43663.77,16,24,Manual,V8 6.2L,FWD,2,18437,NOF8GH353T3AJRSA1,1,2023-10-20,Seattle,WA,coupe
1957,Mercedes-Benz,Benz 180D Sedan,Red,3836.15,14,16,Manual,V6 4.2L,AWD,1,139662,AFGOSMZ1NJU4871YA,1,2022-09-02,Phoenix,AZ,"sedan,luxury"
1957,Oldsmobile,Super 88 Convertible,Beige,30387.52,15,22,Manual,Rotary 1.1L,FWD,2,123875,9TVI9AX71LT0UVC49,1,2021-11-30,Nashville,TN,convertible
1978,Chevrolet,Monza Station Wagon,White,13838.8,12,26,Manual,V8 4.0L,RWD,3,41394,XKJCREZRCIL9YYAMU,1,2021-05-08,New Orleans,LA,station wagon
1951,Chevrolet,Sedan Delivery,Beige,27538.5,20,25,Manual,Inline-4 2.2L,FWD,3,132936,JEO6RD1ZHT9EN3R0T,1,2022-03-19,Seattle,WA,van
1972,Oldsmobile,Toronado,White,24139.97,17,23,Automatic,V12 5.3L,FWD,1,33728,XVNKSZ29R2ZTJ9YLR,1,2023-06-23,New Orleans,LA,luxury
1976,Lincoln,Continental Town Coupe,Beige,29914.46,18,23,Manual,V6 4.0L,AWD,2,112287,JX81K83SXS92OV5AD,1,2023-09-05,Los Angeles,CA,"luxury,coupe"
1997,BMW,M3 4 Door Sedan,Red,11329.37,14,19,Manual,Flat-6 2.2L,RWD,2,149223,0AHPJIXNLL85JHEEO,0,2022-05-04,Phoenix,AZ,"sedan,muscle car"
1948,Willys,Jeepster,Yellow,20387.5,12,16,Manual,Rotary 1.1L,FWD,2,98098,9Y7L99AN1VB310J3Q,1,2023-10-06,New Orleans,LA,SUV / 4x4
1948,Cadillac,Series 62 Coupe,Brown,23099.62,19,20,Manual,V12 5.3L,FWD,3,82248,4VBU294W3Q85IIJZ3,1,2024-02-11,Seattle,WA,"luxury,coupe"
1990,Toyota,Supra Coupe,Blue,17657.91,10,23,Manual,V8 6.2L,FWD,1,97791,2ZM0RYGMBOEGKZW2T,1,2022-04-03,Houston,TX,coupe
1969,Jaguar,Xke Roadster,Red,7484.78,8,28,Automatic,V12 5.0L,AWD,1,133244,VL1GOLAAHAOKSU95X,1,2021-12-07,New Orleans,LA,"convertible,luxury"
1968,Chevrolet,Corvair Monza Coupe,Black,25827.88,16,21,Automatic,V8 5.5L,AWD,2,50987,29FV4GGK626DIK15L,1,2024-09-28,Houston,TX,coupe
1940,Dodge,Series Vc G502 Power Wagon Pickup,White,55021.89,13,15,Manual,V6 2.5L,AWD,2,56817,8DJP7DFBNA5S7GY3Z,1,2021-07-04,Miami,FL,"pickup,SUV / 4x4"
1968,Chevrolet,Malibu Chevelle Hardtop,Brown,59139.94,22,27,Automatic,V8 6.2L,AWD,2,20355,8UZKBCO9Q1J4S1CG3,1,2024-08-24,Dallas,TX,"muscle car,coupe"
1984,Porsche,928 S Coupe,Yellow,36144.46,15,18,Manual,V8 4.5L,FWD,1,132086,1KMGTBWAIFIC4XV7Y,1,2023-08-22,Houston,TX,coupe
1932,Oldsmobile,L32 4 Door Sedan,Red,25964.58,20,27,Automatic,V8 4.6L,FWD,3,126382,DKRA90RZ6M8TBK2RG,1,2024-03-20,Houston,TX,sedan
1966,Buick,Skylark Gs Hardtop,Red,6618.76,10,26,Automatic,V8 6.6L,RWD,1,52225,YLPII8SQ717B0EKY5,1,2022-08-15,Atlanta,GA,"muscle car,coupe"
1986,Ford,F150 Xlt Lariat Pickup,Gray,30238.34,11,16,Automatic,Rotary 1.3L,AWD,2,54051,6Y0N6BGPQR5L6JCAM,1,2023-10-08,Dallas,TX,pickup
1967,Volkswagen,Beetle,Red,30149.55,17,24,Manual,Flat-4 1.6L,RWD,1,121212,SX8QQTU93KOY4P3S2,1,2023-03-09,Miami,FL,"coupe,sedan"
1964,Volkswagen,Karmann Ghia Coupe,Blue,36118.15,13,22,Manual,Inline-6 3.5L,AWD,1,57499,40VPAY7NTON6I153K,1,2024-12-21,Los Angeles,CA,coupe
1976,Lincoln,Continental Town Coupe,Brown,43525.4,9,21,Automatic,V6 4.0L,FWD,3,56459,UO3K8TC00Y77C030I,1,2025-02-19,Seattle,WA,"luxury,coupe"
1969,Jaguar,Xke 2 2 Coupe,Blue,17650.44,13,18,Automatic,Inline-6 3.5L,FWD,1,96666,SS86TI5FV82VUHHZK,1,2023-06-29,Chicago,IL,"luxury,coupe"
1990,Cadillac,Fleetwood Coupe,White,25264.67,17,28,Manual,V8 5.0L,RWD,2,26615,9P73AEBKMUBT281KD,1,2022-03-30,Seattle,WA,"luxury,coupe"
1974,Porsche,914,Gray,32983.49,14,18,Manual,V8 5.5L,AWD,3,78258,CKIRAXFK4994ZH036,1,2022-09-29,Atlanta,GA,coupe
1975,Buick,Electra 225 Limited 2 Door Hardtop,Brown,8284.89,20,21,Automatic,Flat-6 2.2L,RWD,2,86478,XI6ZP4R861SEJEEIY,1,2022-05-19,Houston,TX,"luxury,coupe"
1974,Chevrolet,Camaro Type Lt Z28,Blue,33243.24,14,15,Manual,V8 7.0L,FWD,1,85352,EJG90DF7JL9YNS35N,1,2022-07-17,San Diego,CA,"muscle car,coupe"
1938,Lincoln,Zephyr Coupe,Blue,49646.73,14,15,Manual,Flat-4 1.3L,FWD,1,73819,QKT18WEO2XRIHQIBR,1,2022-05-10,Miami,FL,"luxury,coupe"
1967,Pontiac,Firebird Convertible,Yellow,46794.32,15,20,Manual,Inline-6 2.8L,AWD,1,33143,9CPOD40UXPOT1C3PD,1,2021-09-25,Seattle,WA,"convertible,muscle car"
1952,Mercedes-Benz,Benz 220 Sedan,Blue,3000,15,23,Automatic,Inline-4 3.0L,RWD,2,137728,XO1LJA3CLDDL91063,1,2022-06-02,Phoenix,AZ,"sedan,luxury"
1938,Lincoln,Zephyr Coupe,Brown,37933.6,14,28,Automatic,Flat-4 1.3L,RWD,1,51772,9FXQHNGYO52CTCM6U,1,2024-01-04,Birmingham,AL,"luxury,coupe"
2004,Dodge,Ram Srt 10 Pickup,Brown,18755.46,13,22,Automatic,Inline-6 3.5L,AWD,3,54576,2CVJX23DOHFKG558Q,1,2023-06-05,Miami,FL,pickup
1971,Dodge,Challenger R T,Green,26156.23,19,23,Automatic,V8 4.2L,AWD,2,110878,4D3FUAEBM9EZGAGE7,1,2024-08-24,Phoenix,AZ,"muscle car,coupe"
1972,Oldsmobile,Toronado,Blue,34282.47,8,12,Manual,V12 5.3L,FWD,1,63804,9JU1497PIJLGGCZFP,1,2022-08-23,Seattle,WA,luxury
1948,Cadillac,Series 62 Coupe,Red,42154.98,9,29,Manual,V12 5.3L,RWD,3,43146,APWV3FZ74K21SJ41K,1,2023-05-01,Phoenix,AZ,"luxury,coupe"
1967,Pontiac,Firebird Convertible,Brown,47901.9,16,20,Automatic,Inline-6 2.8L,AWD,3,117999,5F39SP0BSV3MDLYIO,1,2024-01-01,New Orleans,LA,"convertible,muscle car"
1922,Lincoln,Model 117 Brunn Sedan,Yellow,28740.46,15,20,Automatic,Flat-4 2.0L,FWD,1,22840,D05IS3P1BE0YRFB16,1,2021-11-30,Los Angeles,CA,"luxury,sedan"
1964,Dodge,Dart 270 2 Door Hardtop,Red,28447.91,14,17,Manual,V6 2.5L,RWD,3,29491,NOTRU5RJSI1HJZMH0,1,2021-12-23,Miami,FL,"sedan,coupe"
1974,Porsche,914,Green,51552.09,16,17,Automatic,V8 5.5L,FWD,2,60424,RNLNYIWDWZYDE1CDU,1,2024-10-15,Portland,OR,coupe
1972,Oldsmobile,Toronado,Black,32013.01,13,25,Automatic,V12 5.3L,RWD,2,124567,F8QI69BB4P888WVUV,1,2022-09-27,Seattle,WA,luxury
1968,Pontiac,Executive Hardtop,Yellow,37477.11,9,25,Automatic,V8 5.3L,FWD,3,124004,WM86VCA2YI9U575ZW,1,2023-02-15,Chicago,IL,"coupe,luxury"
1966,Buick,Skylark Gs Hardtop,Brown,26074.72,17,30,Manual,V8 6.6L,RWD,2,57482,ICNT0ZYZARIYMVHKR,1,2021-11-16,Denver,CO,"muscle car,coupe"
1972,Buick,Riviera Hardtop,Beige,24242.22,9,28,Automatic,V12 7.2L,AWD,2,27060,GO1QAEESZGSSAO3GU,1,2021-12-22,Seattle,WA,"luxury,coupe"
1979,Dodge,D150 Lil Red Express Pickup,Black,37136.5,20,21,Manual,Flat-4 2.0L,AWD,2,87112,PVKD7F7SMIKMWYVSI,1,2025-03-30,Phoenix,AZ,pickup
1948,Pontiac,Streamliner 8 Silver Streak Woody Wagon,Gray,59506.64,14,15,Manual,Inline-4 2.2L,RWD,1,128246,NEG67E4PTKA7TPS6L,1,2022-12-05,Houston,TX,station wagon
1987,Mercedes-Benz,Benz 560Sl Roadster,Red,26291.49,17,20,Manual,Flat-4 1.3L,AWD,3,133283,95NC8H5VWBISDVGB4,0,2022-06-11,Phoenix,AZ,"convertible,luxury"
1951,Chevrolet,Sedan Delivery,Red,24825.67,8,16,Manual,Inline-4 2.2L,AWD,1,31396,ODPN9845OLPMYE4AT,1,2021-07-11,Atlanta,GA,van
1990,Cadillac,Fleetwood Coupe,Yellow,17597.16,14,23,Automatic,V8 5.0L,FWD,2,141647,767FUDJ765YKMH3F1,1,2021-04-13,Denver,CO,"luxury,coupe"
1948,Cadillac,Series 62 Coupe,Brown,34019.25,14,16,Manual,V12 5.3L,RWD,3,90369,I23K4WKJU9HU7N3LA,1,2023-07-17,New Orleans,LA,"luxury,coupe"
1967,Oldsmobile,442 Convertible,Beige,54009.23,16,18,Manual,V8 7.0L,FWD,3,100091,X55WEBFS3R5YJSMZH,1,2022-09-28,Houston,TX,"convertible,muscle car"
1992,Mazda,Miata Mx 5,White,24775.16,15,18,Automatic,Flat-4 1.6L,AWD,2,124465,LUTIH1LJVMLNC5NSK,1,2023-11-20,Phoenix,AZ,convertible
1960,Lincoln,Mark V Convertible,White,26458.74,9,18,Automatic,V8 4.2L,RWD,2,125381,IZR27SNGQW09CZU96,1,2021-08-23,Atlanta,GA,"convertible,luxury"
1997,BMW,M3 4 Door Sedan,Brown,37002.99,17,19,Manual,Flat-6 2.2L,AWD,2,45811,J1BUSY9DOSHVU0BFM,1,2021-04-26,Atlanta,GA,"sedan,muscle car"
1967,Oldsmobile,442 Convertible,Black,3000,10,21,Manual,V8 7.0L,FWD,3,37329,3WRF6N3XMWRYQ2TV3,1,2025-02-16,Miami,FL,"convertible,muscle car"
1972,Buick,Centurion Convertible,Gray,11572.12,9,26,Automatic,V12 5.3L,FWD,3,35992,IPL899P0LOFWK49OY,1,2022-12-27,Nashville,TN,"convertible,luxury"
1984,Dodge,Rampage,White,46930.23,12,30,Automatic,Inline-4 2.2L,RWD,1,88551,3L9DCZEI3QF2G3RDC,1,2024-04-21,Los Angeles,CA,pickup
1972,Buick,Centurion Convertible,White,16837.64,22,28,Automatic,V12 5.3L,RWD,1,88753,KZQYKJV2ALYQBDAU3,1,2023-05-04,Chicago,IL,"convertible,luxury"
1950,Dodge,Pickup,Yellow,23335.74,14,23,Manual,V8 3.5L,RWD,1,63034,CB1WRP0E0SWRKLZ69,1,2023-12-19,Seattle,WA,pickup
1969,Dodge,Charger Hardtop,Blue,31280.96,12,27,Automatic,V8 7.5L,RWD,3,96971,20VMQ73EW3DJJQCU2,1,2024-05-18,Atlanta,GA,"muscle car,coupe"
1938,Lincoln,Zephyr Coupe,White,3000,16,18,Manual,Flat-4 1.3L,FWD,2,13845,5CXFYGVN8XL0DKQQK,1,2025-03-08,New Orleans,LA,"luxury,coupe"
1974,Porsche,914,White,36113.97,17,18,Manual,V8 5.5L,AWD,2,107834,4I7XLY3MDG4S09TTG,1,2021-07-11,Phoenix,AZ,coupe
1987,Mercedes-Benz,Benz 560Sl Roadster,Green,31836.58,21,25,Manual,Flat-4 1.3L,FWD,3,68989,IPVJC8FWPH179DFV7,1,2022-03-18,Los Angeles,CA,"convertible,luxury"
1980,Porsche,924 Turbo,Gray,60091.55,17,21,Manual,V8 3.5L,RWD,3,62341,Z944CCG1XKUR1VFNK,1,2024-05-18,Richmond,VA,coupe
1972,Oldsmobile,Toronado,Gray,41986.73,15,17,Manual,V12 5.3L,FWD,3,53034,E968B68M7VX008LHG,1,2024-10-28,Miami,FL,luxury
1948,Cadillac,Series 62 Coupe,Blue,27845.57,21,23,Automatic,V12 5.3L,AWD,1,81155,Y1D8PGELHVN08NXYC,1,2024-10-09,Denver,CO,"luxury,coupe"
1948,Cadillac,Series 62 Coupe,Gray,31441.15,12,18,Automatic,V12 5.3L,FWD,1,132548,NN7EXWS3FLLVHNHLA,1,2024-06-10,Denver,CO,"luxury,coupe"
1957,Chevrolet,210 2 Door Sedan,Black,30964,13,22,Automatic,V6 3.0L,RWD,2,110183,0LMJ0VH9LGJOSVH4U,1,2024-11-18,Bozeman,MT,sedan
1981,Nissan,280Zx,White,40380.84,9,19,Automatic,V8 4.5L,FWD,1,108536,N71TCS72VQGWX8LOV,1,2025-02-03,Chicago,IL,coupe
1980,Porsche,924 Turbo,Yellow,3000,20,21,Automatic,V8 3.5L,FWD,3,102612,LB3F7FGPZICB28UKU,1,2023-05-24,Phoenix,AZ,coupe
1967,Volkswagen,Beetle,Green,12984.79,22,25,Automatic,Flat-4 1.6L,FWD,1,106466,UYK2VULDBJQ6UJFJE,1,2021-08-13,Chicago,IL,"coupe,sedan"
1954,Lincoln,Cosmopolitan Sedan,Gray,39060.4,19,21,Automatic,V6 3.0L,FWD,3,58571,YLIYB2RICHGHSB4X3,1,2024-12-31,Houston,TX,"luxury,sedan"
1992,Mazda,Miata Mx 5,White,52955.61,17,18,Automatic,Flat-4 1.6L,RWD,2,133329,4G2X3ZGAKQ00OGU9N,1,2023-01-23,Seattle,WA,convertible
1972,Buick,Riviera Hardtop,Brown,34405.97,17,20,Manual,V12 7.2L,AWD,1,28644,GYU9UAZ7QXYLKEZVB,1,2023-03-23,Phoenix,AZ,"luxury,coupe"
1996,Toyota,Classic Sedan,Green,31272.91,13,27,Manual,Inline-4 1.9L,AWD,2,54983,QC9S061Q4QAXBXYXF,1,2022-06-19,Denver,CO,sedan
1941,Cadillac,Series 63 Touring Sedan,Gray,34557.45,17,22,Manual,V8 4.0L,FWD,3,147066,6M9SIQKUOMHE3J639,1,2021-11-15,Atlanta,GA,"luxury,sedan"
1967,Oldsmobile,442 Convertible,Blue,34362.68,22,27,Automatic,V8 7.0L,AWD,2,52319,HQZYH2EGKM37PLV7T,1,2021-06-30,Denver,CO,"convertible,muscle car"
1964,Volkswagen,Karmann Ghia Coupe,Red,46751.66,12,19,Manual,Inline-6 3.5L,AWD,2,92897,6Y3X8GNPNL14GW4O7,1,2021-12-11,Seattle,WA,coupe
1951,Dodge,Meadowbrook 4 Door Sedan,White,22186.68,11,12,Manual,V8 7.0L,FWD,3,54736,0YTQ0943GD50KLB7A,1,2025-03-01,Houston,TX,sedan
1948,Cadillac,Series 62 Coupe,Red,32588.17,14,15,Automatic,V12 5.3L,FWD,1,18273,FLCAKUZRN2639SDC9,1,2024-03-30,Birmingham,AL,"luxury,coupe"
1986,Oldsmobile,Cutlass Salon Hardtop,Brown,10278.47,17,26,Manual,Flat-6 3.0L,AWD,3,38491,5IWP8NP60KSIP9C6E,1,2022-07-14,Denver,CO,"coupe,luxury"
1992,Mazda,Miata Mx 5,Red,49469.85,14,27,Manual,Flat-4 1.6L,FWD,3,34648,MUXD9ZSR047FQXSLS,1,2023-03-27,Denver,CO,convertible
1978,Volkswagen,Type 2 Kombi Bus,White,25928.98,13,18,Automatic,V8 5.3L,FWD,1,112410,PHIGWTC1RDD52E7UY,1,2022-04-01,Los Angeles,CA,van
1973,Pontiac,Firebird Formula,Gray,28808.12,16,26,Automatic,V8 4.0L,FWD,3,106950,7KM7U9TBEC92LFJYA,1,2022-07-29,Nashville,TN,muscle car
1948,Pontiac,Streamliner 8 Silver Streak Woody Wagon,Black,34180.46,16,16,Manual,Inline-4 2.2L,RWD,3,84882,WRIIJUSA91UN37PUI,1,2024-01-26,Los Angeles,CA,station wagon
1969,Jaguar,Xke 2 2 Coupe,Red,36895.5,14,25,Automatic,Inline-6 3.5L,FWD,3,41955,UAMZ7UDJX5WNP88RE,1,2022-12-15,Phoenix,AZ,"luxury,coupe"
1970,Pontiac,Gto Hardtop,Brown,16160.46,15,17,Automatic,Flat-4 1.3L,AWD,2,116070,KQTJL5DDEPH9FJ98W,1,2021-09-03,Phoenix,AZ,muscle car
1941,Cadillac,Series 63 Touring Sedan,White,23909.92,16,22,Automatic,V8 4.0L,AWD,1,33757,K45E6CD4QZIKGBK5U,1,2024-01-29,San Diego,CA,"luxury,sedan"
1972,Buick,Centurion Convertible,Red,46389.66,12,22,Manual,V12 5.3L,RWD,2,139919,MNBIPODSMXFPT5G8B,1,2021-09-10,Houston,TX,"convertible,luxury"
1967,Ford,Thunderbird Landau Hardtop,Red,48556.03,15,20,Automatic,Flat-6 2.7L,RWD,1,50081,HU90X6PPF4NYZ7IRV,1,2022-05-05,Miami,FL,"luxury,coupe"
2004,Dodge,Ram Srt 10 Pickup,Green,3000,10,29,Automatic,Inline-6 3.5L,AWD,1,8076,YS2981ITIDC3BC2SC,1,2024-06-01,Miami,FL,pickup
1973,Pontiac,Firebird Formula,Yellow,47110.38,21,30,Manual,V8 4.0L,FWD,3,24643,KL4776NHWPWU8B7JH,1,2024-02-27,Houston,TX,muscle car
1953,Buick,Super 50 Series Riviera 4 Door Sedan,Brown,32014.2,16,22,Manual,V8 5.7L,AWD,1,11047,HUPJ8Q3O8QHO8JS62,1,2021-04-08,Los Angeles,CA,"luxury,sedan"
1932,Oldsmobile,L32 4 Door Sedan,White,30766.57,13,16,Automatic,V8 4.6L,FWD,3,109467,8ELWKAZW1U3X166JK,1,2022-04-13,New Orleans,LA,sedan
