"id","city","color","date_created","drive_type","engine","images","make","mileage","model","mpg_city","mpg_hwy","prev_owners","price","state","status","style","transmission","vin","year"
"215","Durham","Green","2021-06-08","RWD","Inline-4 1.6L","{""model_imgs_key"":{""S"":""jeep cj7""}}","Jeep","84952","Cj7","16","16","1","26268.43","NC","1","SUV / 4x4","Automatic","YFMSRRAL4V8Z5W4O1","1983"
"488","Bozeman","Gray","2024-02-21","FWD","Inline-4 1.6L","{""model_imgs_key"":{""S"":""jeep cj7""}}","Jeep","20249","Cj7","10","26","1","24819.44","MT","1","SUV / 4x4","Automatic","KKLUGMJ6YK9R9Z9ZW","1983"
"96","Montgomery","Gray","2024-12-26","AWD","V6 4.2L","{""model_imgs_key"":{""S"":""mercedes-benz 180d sedan""}}","Mercedes-Benz","127538","180D Sedan","20","20","3","22814.3","AL","1","""sedan,luxury""","Manual","6RUPRWG6V2M8ZDT07","1957"
"388","New Orleans","Black","2025-02-16","FWD","V8 7.0L","{""model_imgs_key"":{""S"":""oldsmobile 442 convertible""}}","Oldsmobile","37329","442 Convertible","10","21","3","3000","LA","1","""convertible,muscle car""","Manual","3WRF6N3XMWRYQ2TV3","1967"
"321","Savannah","Brown","2022-06-21","FWD","V8 4.5L","{""model_imgs_key"":{""S"":""porsche 928 s coupe""}}","Porsche","116933","928 S Coupe","9","19","2","32753.34","GA","1","coupe","Automatic","AX5LTFBIKV46OWIAS","1984"
"210","Peachtree City","Gray","2024-02-06","AWD","Inline-4 1.6L","{""model_imgs_key"":{""S"":""pontiac firebird trans am tribute""}}","Pontiac","117669","Firebird Trans Am Tribute","10","13","1","44850.95","GA","0","muscle car","Manual","3GUX8Q136L17X0XWS","1982"
"651","Dothan","Red","2024-11-15","AWD","V6 4.2L","{""model_imgs_key"":{""S"":""mercedes-benz 180d sedan""}}","Mercedes-Benz","130737","180D Sedan","10","17","3","21360.91","AL","1","""sedan,luxury""","Manual","CIKDMSMFGHKXDCAPF","1957"
"530","Newark","Brown","2021-08-05","AWD","Flat-6 2.2L","{""model_imgs_key"":{""S"":""buick electra 225 limited 2 door hardtop""}}","Buick","98315","Electra 225 Limited 2 Door Hardtop","8","14","2","23554.33","NJ","1","""luxury,coupe""","Automatic","53DP6GD8AFJ6TZ6YJ","1975"
"323","Seattle","Brown","2022-01-09","AWD","V8 7.0L","{""model_imgs_key"":{""S"":""chevrolet camaro type lt z28""}}","Chevrolet","58078","Camaro Type Lt Z28","15","20","1","27115.61","WA","1","""muscle car,coupe""","Automatic","N6TE2W5CQ0WC4VWVV","1974"
"622","Albany","Gray","2021-09-02","RWD","Flat-4 1.6L","{""model_imgs_key"":{""S"":""volkswagen beetle""}}","Volkswagen","10189","Beetle","13","14","3","11345.51","NY","1","""coupe,sedan""","Manual","DCQD2OJMYRPO4GDEY","1967"
"385","Little Rock","White","2023-11-20","AWD","Flat-4 1.6L","{""model_imgs_key"":{""S"":""mazda miata mx 5""}}","Mazda","124465","Miata Mx 5","15","18","2","24775.16","AR","1","convertible","Automatic","LUTIH1LJVMLNC5NSK","1992"
"421","Greenville","White","2024-01-29","AWD","V8 4.0L","{""model_imgs_key"":{""S"":""cadillac series 63 touring sedan""}}","Cadillac","33757","Series 63 Touring Sedan","16","22","1","23909.92","SC","1","""luxury,sedan""","Automatic","K45E6CD4QZIKGBK5U","1941"
"625","Pensacola","Blue","2024-02-05","AWD","V6 3.0L","{""model_imgs_key"":{""S"":""chevrolet 210 2 door sedan""}}","Chevrolet","43699","210 2 Door Sedan","12","14","1","25075.57","FL","1","sedan","Manual","CTNYM1NVHMFUACBJB","1957"
"221","Macon","Blue","2024-03-31","AWD","V8 6.0L","{""model_imgs_key"":{""S"":""volkswagen porsche 959 tribute roadster""}}","Volkswagen","130144","Porsche 959 Tribute Roadster","13","21","3","25239.22","GA","1","convertible","Manual","G0MS311U2BZMTNY6A","1969"
"700","Newark","Beige","2023-01-11","FWD","V8 4.5L","{""model_imgs_key"":{""S"":""porsche 928 s coupe""}}","Porsche","36680","928 S Coupe","13","13","3","25540.81","NJ","1","coupe","Automatic","V1ZB94Z33ZCQL40UD","1984"
"181","Watertown","Red","2021-06-28","RWD","Inline-6 3.5L","{""model_imgs_key"":{""S"":""volkswagen karmann ghia coupe""}}","Volkswagen","147073","Karmann Ghia Coupe","14","18","3","3000","NY","0","coupe","Automatic","87NTSGC8RXXZVOSET","1964"
"649","San Francisco","Green","2024-03-04","AWD","Inline-6 3.5L","{""model_imgs_key"":{""S"":""cadillac coupe deville""}}","Cadillac","88642","Coupe Deville","12","20","2","42041.45","CA","1","""luxury,coupe""","Manual","58WG0RGAIESWK8PWR","1970"
"460","Burlington","White","2021-06-14","FWD","V8 4.0L","{""model_imgs_key"":{""S"":""chevrolet monza station wagon""}}","Chevrolet","5808","Monza Station Wagon","21","27","2","29496.57","NC","1","station wagon","Manual","N68CJ81HHIJ5U3ZY9","1978"
"477","Clayton","Blue","2022-08-17","RWD","V8 4.0L","{""model_imgs_key"":{""S"":""chevrolet monza station wagon""}}","Chevrolet","105588","Monza Station Wagon","9","29","3","35513.69","NC","1","station wagon","Manual","D8NU0P5K35QAGZ3K5","1978"
"629","Raleigh","Beige","2023-09-12","RWD","V8 4.6L","{""model_imgs_key"":{""S"":""cadillac series 61 coupe""}}","Cadillac","12833","Series 61 Coupe","9","23","2","11401.91","NC","1","""luxury,coupe""","Automatic","5YPBVU2J5XPC1GPP2","1950"
"178","Columbia","Red","2022-10-20","FWD","V12 5.3L","{""model_imgs_key"":{""S"":""cadillac series 62 coupe""}}","Cadillac","111461","Series 62 Coupe","22","29","3","41382.66","SC","1","""luxury,coupe""","Automatic","LZALF9L71I8RV54R4","1948"
"672","Los Angeles","White","2024-05-11","AWD","V8 5.5L","{""model_imgs_key"":{""S"":""volkswagen kelmark gt""}}","Volkswagen","56414","Kelmark Gt","12","16","2","19900.99","CA","1","""coupe,muscle car""","Automatic","1RRNFCMEPKAIC7QWR","1969"
"606","Fayetteville","Gray","2024-07-31","RWD","V8 5.7L","{""model_imgs_key"":{""S"":""buick super 50 series riviera 4 door sedan""}}","Buick","80778","Super 50 Series Riviera 4 Door Sedan","8","29","1","5075.8","NC","1","""luxury,sedan""","Manual","2JAKNXVPXPLKQONM1","1953"
"404","Toledo","Green","2021-08-13","FWD","Flat-4 1.6L","{""model_imgs_key"":{""S"":""volkswagen beetle""}}","Volkswagen","106466","Beetle","22","25","1","12984.79","OH","1","""coupe,sedan""","Automatic","UYK2VULDBJQ6UJFJE","1967"
"123","Cary","Yellow","2022-05-24","RWD","V12 7.2L","{""model_imgs_key"":{""S"":""jaguar xjs v12 convertible""}}","Jaguar","61089","Xjs V12 Convertible","9","13","1","19845.25","NC","1","""convertible,luxury""","Automatic","HONM4WZIADSKS2S5W","1995"
"624","Southaven","Green","2024-08-29","FWD","V8 7.5L","{""model_imgs_key"":{""S"":""dodge charger hardtop""}}","Dodge","83563","Charger Hardtop","9","29","2","49001.29","MS","1","""muscle car,coupe""","Manual","E8TP5MXOUXHCT71UV","1969"
"414","Birmingham","Brown","2022-07-14","AWD","Flat-6 3.0L","{""model_imgs_key"":{""S"":""oldsmobile cutlass salon hardtop""}}","Oldsmobile","38491","Cutlass Salon Hardtop","17","26","3","10278.47","AL","1","""coupe,luxury""","Manual","5IWP8NP60KSIP9C6E","1986"
"684","Phoenix","Yellow","2025-02-16","AWD","Inline-4 1.6L","{""model_imgs_key"":{""S"":""mercedes-benz 300d sedan""}}","Mercedes-Benz","145845","300D Sedan","9","12","1","12982.22","AZ","1","""sedan,luxury""","Automatic","HYL4T42WZV2S5NZJ9","1975"
"381","San Francisco","Red","2021-07-11","AWD","Inline-4 2.2L","{""model_imgs_key"":{""S"":""chevrolet sedan delivery""}}","Chevrolet","31396","Sedan Delivery","8","16","1","24825.67","CA","1","van","Manual","ODPN9845OLPMYE4AT","1951"
"151","Columbia","Brown","2021-09-21","RWD","V6 4.0L","{""model_imgs_key"":{""S"":""lincoln continental town coupe""}}","Lincoln","95746","Continental Town Coupe","22","26","1","51605.85","SC","0","""luxury,coupe""","Automatic","1PYOAAQTP4XQKY0RC","1976"
"317","Norfolk","Gray","2021-07-25","AWD","Flat-6 2.2L","{""model_imgs_key"":{""S"":""bmw m3 4 door sedan""}}","BMW","18904","M3 4 Door Sedan","17","24","1","6986.74","VA","1","""sedan,muscle car""","Automatic","XGOVEW5NS53V6VZXN","1997"
"274","Philadelphia","Yellow","2024-01-02","RWD","V6 4.2L","{""model_imgs_key"":{""S"":""mercedes-benz 190sl roadster""}}","Mercedes-Benz","23207","190Sl Roadster","20","26","3","12766.56","PA","1","""convertible,luxury""","Manual","5IROUXZU8PYY5PHX4","1960"
"417","Southaven","Gray","2022-07-29","FWD","V8 4.0L","{""model_imgs_key"":{""S"":""pontiac firebird formula""}}","Pontiac","106950","Firebird Formula","16","26","3","28808.12","MS","1","muscle car","Automatic","7KM7U9TBEC92LFJYA","1973"
"268","Scranton","Blue","2022-03-14","AWD","Rotary 1.1L","{""model_imgs_key"":{""S"":""willys jeepster""}}","Willys","42219","Jeepster","13","23","3","16784.45","PA","1","SUV / 4x4","Manual","NAXZ7P3GEVJDU1CC7","1948"
"228","Kenner","Gray","2024-03-30","AWD","Flat-4 1.3L","{""model_imgs_key"":{""S"":""mercedes-benz 560sl roadster""}}","Mercedes-Benz","66238","560Sl Roadster","11","15","3","46508","LA","1","""convertible,luxury""","Manual","ABBIHOYP0PIDC4ILM","1987"
"714","Vestavia Hills","GhostWhite","2023-11-04","FWD","Flat-6","{""model_imgs_key"":{""S"":""subaru gl""}}","Subaru","141770","GL","15","17","3","42767","AL","1","coupe","Automatic","LZW58734PySy45821","1964"
"81","Richmond","White","2023-10-15","FWD","V8 4.5L","{""model_imgs_key"":{""S"":""pontiac star chief convertible""}}","Pontiac","72943","Star Chief Convertible","18","28","3","29609.73","VA","1","convertible","Manual","ZAW6Z9DJ1IT6BZ4AV","1955"
"2","Austin","Gray","2023-02-23","FWD","V8 4.5L","{""model_imgs_key"":{""S"":""nissan 280zx""}}","Nissan","24083","280Zx","8","21","3","42502.49","TX","1","coupe","Automatic","ENCOGOAY15Q5H0IX6","1981"
"433","Gastonia","Blue","2021-11-11","FWD","V8 4.6L","{""model_imgs_key"":{""S"":""oldsmobile l32 4 door sedan""}}","Oldsmobile","50164","L32 4 Door Sedan","15","21","1","49091.51","NC","1","sedan","Automatic","MHZN216ARL3BZF38T","1932"
"194","Austin","Gray","2023-09-09","AWD","V12 7.2L","{""model_imgs_key"":{""S"":""buick riviera hardtop""}}","Buick","40134","Riviera Hardtop","15","19","1","44622.19","TX","1","""luxury,coupe""","Manual","QCGT70BJIK26AG8NH","1972"
"562","Philadelphia","Yellow","2022-10-23","FWD","V6 3.0L","{""model_imgs_key"":{""S"":""lincoln cosmopolitan sedan""}}","Lincoln","68727","Cosmopolitan Sedan","21","29","3","32572.24","PA","1","""luxury,sedan""","Automatic","Y3IHTKCTFU9GP2D2H","1954"
"604","Albany","Blue","2022-08-09","FWD","V8 3.5L","{""model_imgs_key"":{""S"":""toyota pickup""}}","Toyota","91605","Pickup","19","22","3","29884.73","NY","1","pickup","Automatic","RUCG7SQ9MW3R2KZMM","1982"
"670","Tampa","White","2022-01-04","AWD","V12 5.0L","{""model_imgs_key"":{""S"":""jaguar xke roadster""}}","Jaguar","54297","Xke Roadster","13","22","1","56343.06","FL","1","""convertible,luxury""","Automatic","G7GUBVLBB2FLSLVXN","1969"
"120","Haines City","Blue","2024-07-23","RWD","Flat-6 2.0L","{""model_imgs_key"":{""S"":""cadillac fleetwood brougham d elegance""}}","Cadillac","133292","Fleetwood Brougham D Elegance","21","21","2","25982.55","FL","1","""luxury,sedan""","Automatic","8Y82PHQHMCKDK2173","1984"
"650","Brentwood","Black","2021-10-17","RWD","Flat-6 3.2L","{""model_imgs_key"":{""S"":""lincoln premiere 2 door hardtop""}}","Lincoln","147164","Premiere 2 Door Hardtop","10","30","2","46581.29","TN","1","""luxury,coupe""","Manual","468I6HP3GQVUUG8YS","1956"
"738","Augusta","White","2024-12-13","FWD","V6","{""model_imgs_key"":{""S"":""amc gremlin""}}","AMC","147955","Gremlin","10","27","2","38147","GA","1","hatchback","Automatic","WRb31824kpAS64398","1994"
"292","Statesboro","Black","2022-09-16","FWD","V8 4.0L","{""model_imgs_key"":{""S"":""chevrolet monza station wagon""}}","Chevrolet","124022","Monza Station Wagon","12","18","3","29475","GA","1","station wagon","Automatic","QX2QRJM7C4QCW9TII","1978"
"330","Franklin","Green","2024-06-25","FWD","Flat-6 2.2L","{""model_imgs_key"":{""S"":""bmw m3 4 door sedan""}}","BMW","134303","M3 4 Door Sedan","12","19","1","41440.77","TN","1","""sedan,muscle car""","Manual","9N3GBBS6A9IPLJCL7","1997"
"21","Knoxville","Brown","2023-10-06","RWD","Flat-4 1.6L","{""model_imgs_key"":{""S"":""mazda miata mx 5""}}","Mazda","116171","Miata Mx 5","11","29","2","35476.59","TN","1","convertible","Manual","JD8OJYY2PNK9HG4K6","1992"
"484","Nashville","Gray","2024-02-01","FWD","Inline-6 3.5L","{""model_imgs_key"":{""S"":""volkswagen karmann ghia coupe""}}","Volkswagen","110227","Karmann Ghia Coupe","19","23","3","51529.29","TN","1","coupe","Automatic","GESMVFTEBQN8A43GX","1964"
"231","Greenville","Red","2024-03-31","FWD","V8 6.0L","{""model_imgs_key"":{""S"":""dodge power wagon""}}","Dodge","133286","Power Wagon","9","13","3","48491.79","SC","1","""SUV / 4x4,pickup""","Manual","20B8P9O3YVPMVD1C9","1951"
"519","Summerville","Red","2025-02-23","RWD","Inline-6 3.5L","{""model_imgs_key"":{""S"":""dodge ram srt 10 pickup""}}","Dodge","78639","Ram Srt 10 Pickup","10","15","1","37357.8","SC","1","pickup","Manual","642WPIZBV0ZWH0KIW","2004"
"592","Greensboro","Blue","2024-07-23","RWD","V8 7.0L","{""model_imgs_key"":{""S"":""oldsmobile 442 convertible""}}","Oldsmobile","51131","442 Convertible","17","25","3","53110.77","NC","1","""convertible,muscle car""","Automatic","IWJ0K5R9PEV9O3PMC","1967"
"702","Toledo","Aquamarine","2023-04-25","FWD","Flat-6","{""model_imgs_key"":{""S"":""buick regal grand national""}}","Buick","60963","Regal Grand National","15","16","2","27918","OH","1","""sedan,coupe""","Manual","tkG71524mNlY20238","1970"
"344","Memphis","Brown","2024-02-11","FWD","V12 5.3L","{""model_imgs_key"":{""S"":""cadillac series 62 coupe""}}","Cadillac","82248","Series 62 Coupe","19","20","3","23099.62","TN","1","""luxury,coupe""","Manual","4VBU294W3Q85IIJZ3","1948"
"183","Mobile","Gray","2023-09-23","FWD","V8 4.2L","{""model_imgs_key"":{""S"":""lincoln mark v convertible""}}","Lincoln","41545","Mark V Convertible","13","28","2","38120.96","AL","1","""convertible,luxury""","Manual","72SXP9IQE6L0CCB45","1960"
"645","Albany","Brown","2025-01-11","AWD","V6 2.5L","{""model_imgs_key"":{""S"":""dodge series vc g502 power wagon pickup""}}","Dodge","71604","Series Vc G502 Power Wagon Pickup","11","17","2","29915.46","NY","1","""pickup,SUV / 4x4""","Automatic","P4VUKEYZNNT7ZNEJC","1940"
"565","Mechanicsburg","Beige","2022-02-14","AWD","Rotary 1.2L","{""model_imgs_key"":{""S"":""pontiac catalina hardtop""}}","Pontiac","20862","Catalina Hardtop","14","21","2","37161.68","PA","1","""coupe,luxury""","Automatic","0MDH5LZ1XTUL119ZA","1959"
"40","Augusta","Red","2024-01-23","AWD","Flat-6 3.6L","{""model_imgs_key"":{""S"":""ford mustang mach 1""}}","Ford","81783","Mustang Mach 1","9","18","2","40759.06","GA","1","""muscle car,coupe""","Automatic","1Z879F50574LDL6M6","1972"
"657","Chicago","Red","2021-07-30","FWD","Flat-4 1.2L","{""model_imgs_key"":{""S"":""volkswagen camper""}}","Volkswagen","144651","Camper","18","29","2","45363.75","IL","1","van","Manual","34CU57GR7JJ52YQCW","1975"
"265","Goose Creek","Beige","2024-10-26","FWD","Inline-4 1.6L","{""model_imgs_key"":{""S"":""mercedes-benz 300d sedan""}}","Mercedes-Benz","119296","300D Sedan","20","20","2","18707.94","SC","0","""sedan,luxury""","Automatic","VFIAH5Z99YDDH69XO","1975"
"610","Indianapolis","Black","2022-11-16","RWD","Rotary 1.1L","{""model_imgs_key"":{""S"":""oldsmobile super 88 convertible""}}","Oldsmobile","102642","Super 88 Convertible","12","20","1","16578.24","IN","1","convertible","Automatic","X6067FJQOZOZLTKCV","1957"
"14","Dothan","Green","2022-11-26","RWD","Rotary 1.1L","{""model_imgs_key"":{""S"":""oldsmobile super 88 convertible""}}","Oldsmobile","141037","Super 88 Convertible","19","30","2","13986.26","AL","1","convertible","Manual","MU4QF1K0AQ4013SF4","1957"
"291","Hoover","Brown","2022-11-01","AWD","Flat-4 2.0L","{""model_imgs_key"":{""S"":""dodge d150 lil red express pickup""}}","Dodge","57484","D150 Lil Red Express Pickup","14","18","1","26945.25","AL","1","pickup","Automatic","FTRXEMD161WCXXH6Q","1979"
"289","Jackson","Gray","2024-07-18","AWD","Inline-6 3.5L","{""model_imgs_key"":{""S"":""jaguar xke 2 2 coupe""}}","Jaguar","31418","Xke 2 2 Coupe","12","29","3","32000.61","MS","1","""luxury,coupe""","Manual","ORWM3U7Q4YOEGSEQK","1969"
"308","Tallahassee","Beige","2021-08-06","RWD","V8 5.0L","{""model_imgs_key"":{""S"":""cadillac fleetwood coupe""}}","Cadillac","122119","Fleetwood Coupe","12","15","2","7142.96","FL","1","""luxury,coupe""","Manual","IUUDK1SGWO7M2AYN7","1990"
"208","San Diego","Blue","2025-04-02","FWD","Flat-6 3.0L","{""model_imgs_key"":{""S"":""oldsmobile cutlass salon hardtop""}}","Oldsmobile","75366","Cutlass Salon Hardtop","8","20","3","27460.38","CA","0","""coupe,luxury""","Manual","CHQCCNPMHO864HSGJ","1986"
"203","Watertown","White","2024-09-22","RWD","V12 7.2L","{""model_imgs_key"":{""S"":""buick riviera hardtop""}}","Buick","87881","Riviera Hardtop","13","24","1","3000","NY","1","""luxury,coupe""","Automatic","W0Z9QS1ZF7QXNKUA2","1972"
"55","Roswell","Black","2024-05-25","AWD","V6 4.2L","{""model_imgs_key"":{""S"":""mercedes-benz 180d sedan""}}","Mercedes-Benz","28507","180D Sedan","8","24","3","23341.41","GA","1","""sedan,luxury""","Manual","IKRCUTDWKFP4U1UTN","1957"
"352","Harrisburg","Red","2022-08-15","RWD","V8 6.6L","{""model_imgs_key"":{""S"":""buick skylark gs hardtop""}}","Buick","52225","Skylark Gs Hardtop","10","26","1","6618.76","PA","1","""muscle car,coupe""","Automatic","YLPII8SQ717B0EKY5","1966"
"549","Raleigh","Beige","2024-03-02","AWD","V8 5.5L","{""model_imgs_key"":{""S"":""volkswagen kelmark gt""}}","Volkswagen","68986","Kelmark Gt","9","13","1","16538.48","NC","1","""coupe,muscle car""","Automatic","AQ15TCPL58LJLA1H8","1969"
"399","Seattle","Blue","2024-10-09","AWD","V12 5.3L","{""model_imgs_key"":{""S"":""cadillac series 62 coupe""}}","Cadillac","81155","Series 62 Coupe","21","23","1","27845.57","WA","1","""luxury,coupe""","Automatic","Y1D8PGELHVN08NXYC","1948"
"608","Chattanooga","Gray","2024-12-06","FWD","Inline-4 1.9L","{""model_imgs_key"":{""S"":""toyota classic sedan""}}","Toyota","28816","Classic Sedan","16","21","3","22185.2","TN","0","sedan","Manual","GK92O5D7OMNZCAMHS","1996"
"18","Atlanta","Blue","2023-10-11","RWD","V8 5.3L","{""model_imgs_key"":{""S"":""volkswagen type 2 kombi bus""}}","Volkswagen","149411","Type 2 Kombi Bus","15","28","2","48966.19","GA","1","van","Manual","2KKPZE3MH248J7WWF","1978"
"309","Chicago","Beige","2023-10-29","AWD","Flat-6 3.6L","{""model_imgs_key"":{""S"":""dodge polara 500 hardtop""}}","Dodge","70781","Polara 500 Hardtop","15","16","1","8660.66","IL","1","""coupe,sedan""","Manual","BAJBG7I16BXLVRH5C","1962"
"390","Concord","White","2024-04-21","RWD","Inline-4 2.2L","{""model_imgs_key"":{""S"":""dodge rampage""}}","Dodge","88551","Rampage","12","30","1","46930.23","NC","1","pickup","Automatic","3L9DCZEI3QF2G3RDC","1984"
"599","Louisville","Brown","2023-10-09","AWD","Inline-4 3.0L","{""model_imgs_key"":{""S"":""mercedes-benz 220 sedan""}}","Mercedes-Benz","30535","220 Sedan","10","28","1","61615.64","KY","1","""sedan,luxury""","Automatic","GEJX4HCOGE3EOFKWP","1952"
"493","Goose Creek","Gray","2021-09-06","AWD","V8 7.0L","{""model_imgs_key"":{""S"":""chevrolet camaro type lt z28""}}","Chevrolet","113137","Camaro Type Lt Z28","12","19","2","39213.42","SC","1","""muscle car,coupe""","Manual","9Q2FIIPT0H52FVO4D","1974"
"724","Scranton","DarkGreen","2024-02-14","RWD","I6","{""model_imgs_key"":{""S"":""jeep wagoneer""}}","Jeep","195333","Wagoneer","19","24","2","36374","PA","1","""SUV / 4x4,station wagon""","Automatic","BJO62839XczM02501","1994"
"263","Burlington","Red","2025-01-10","RWD","V6 3.0L","{""model_imgs_key"":{""S"":""chevrolet 210 2 door sedan""}}","Chevrolet","38300","210 2 Door Sedan","12","28","2","41673.47","NC","1","sedan","Automatic","51FYQ921EQYFQFZCE","1957"
"219","Chattanooga","Green","2023-03-07","RWD","V12 5.3L","{""model_imgs_key"":{""S"":""buick centurion convertible""}}","Buick","84785","Centurion Convertible","19","23","2","16057.81","TN","1","""convertible,luxury""","Automatic","U8RI3HK0UOSQNZTKD","1972"
"239","Haines City","Yellow","2024-11-09","RWD","Flat-4 1.6L","{""model_imgs_key"":{""S"":""jeep willys station wagon""}}","Jeep","75315","Willys Station Wagon","10","28","1","15352.3","FL","1","station wagon","Automatic","2E343750V3KIKUO33","1963"
"646","Chattanooga","Red","2021-08-15","RWD","Flat-6 2.2L","{""model_imgs_key"":{""S"":""chevrolet corvette convertible""}}","Chevrolet","38155","Corvette Convertible","20","22","2","11911.88","TN","1","""convertible,muscle car""","Automatic","JWZU46FF33PIJ1D0Z","1957"
"448","Hoover","Brown","2024-07-07","AWD","V8 3.5L","{""model_imgs_key"":{""S"":""dodge pickup""}}","Dodge","29698","Pickup","19","30","1","33204.31","AL","1","pickup","Automatic","AUYZ3WU71ZJ1WLHOH","1950"
"100","Roanoke","Beige","2022-10-08","FWD","V8 7.0L","{""model_imgs_key"":{""S"":""oldsmobile 442 convertible""}}","Oldsmobile","135889","442 Convertible","17","25","3","31896.14","VA","1","""convertible,muscle car""","Manual","K7SMKFTEP5V9S5L4S","1967"
"561","Goose Creek","Beige","2023-11-23","FWD","Rotary 1.2L","{""model_imgs_key"":{""S"":""pontiac catalina hardtop""}}","Pontiac","128923","Catalina Hardtop","11","23","3","31662.47","SC","1","""coupe,luxury""","Manual","1LBHUOSWU3S9VSL3L","1959"
"261","Buffalo","White","2021-05-13","RWD","Inline-6 3.5L","{""model_imgs_key"":{""S"":""volkswagen karmann ghia coupe""}}","Volkswagen","78073","Karmann Ghia Coupe","16","17","2","23614.84","NY","1","coupe","Manual","GGOH38KZT0Y8AYXBD","1964"
"155","San Diego","Red","2024-07-29","FWD","Flat-6 2.0L","{""model_imgs_key"":{""S"":""cadillac fleetwood brougham d elegance""}}","Cadillac","139149","Fleetwood Brougham D Elegance","17","29","1","31775.76","CA","1","""luxury,sedan""","Manual","0Z9Q0QTZ66Z9UZP42","1984"
"138","North Charleston","Yellow","2023-05-04","RWD","Flat-6 2.2L","{""model_imgs_key"":{""S"":""bmw m3 4 door sedan""}}","BMW","48213","M3 4 Door Sedan","14","28","2","41153.82","SC","1","""sedan,muscle car""","Automatic","1WA20VWC645VG4UU5","1997"
"642","Pittsburgh","White","2025-01-23","RWD","V8 6.0L","{""model_imgs_key"":{""S"":""dodge power wagon""}}","Dodge","144874","Power Wagon","22","28","3","15464.21","PA","1","""SUV / 4x4,pickup""","Automatic","42HEJHAAIUAA3LHVQ","1951"
"661","Buffalo","Red","2023-02-11","AWD","V8 4.2L","{""model_imgs_key"":{""S"":""dodge challenger r t""}}","Dodge","147148","Challenger R T","11","16","3","17342.35","NY","1","""muscle car,coupe""","Automatic","J7N56KS307GJUVN2W","1971"
"621","Augusta","Yellow","2023-01-17","RWD","V12 5.3L","{""model_imgs_key"":{""S"":""oldsmobile toronado""}}","Oldsmobile","74839","Toronado","22","25","1","26588.28","GA","1","luxury","Automatic","R5HMQ49XOY5GR29L9","1972"
